year_month,month_of_release,passenger_type,direction,sex,age,estimate,standard_error,status
2021-01,2021-09,Long-term migrant,Departures,TOTAL,50-54 years,178,10,Provisional
2021-01,2021-09,Long-term migrant,Departures,TOTAL,55-59 years,229,14,Provisional
2021-01,2021-09,Long-term migrant,Departures,TOTAL,60-64 years,228,15,Provisional
2021-01,2021-09,Long-term migrant,Departures,TOTAL,65-69 years,159,12,Provisional
2021-01,2021-09,Long-term migrant,Departures,TOTAL,70-74 years,88,8,Provisional
2021-01,2021-09,Long-term migrant,Departures,TOTAL,75-79 years,39,4,Provisional
2021-01,2021-09,Long-term migrant,Departures,TOTAL,80-84 years,24,3,Provisional
2021-01,2021-09,Long-term migrant,Departures,TOTAL,85-89 years,9,1,Provisional
2021-01,2021-09,Long-term migrant,Net,TOTAL,0-4 years,94,15,Provisional
2021-01,2021-09,Long-term migrant,Net,TOTAL,10-14 years,82,12,Provisional
2021-01,2021-09,Long-term migrant,Net,TOTAL,15-19 years,-32,17,Provisional
2021-01,2021-09,Long-term migrant,Net,TOTAL,20-24 years,-234,20,Provisional
2021-01,2021-09,Long-term migrant,Net,TOTAL,25-29 years,-160,27,Provisional
2021-01,2021-09,Long-term migrant,Net,TOTAL,30-34 years,120,23,Provisional
2021-01,2021-09,Long-term migrant,Net,TOTAL,35-39 years,152,19,Provisional
2021-01,2021-09,Long-term migrant,Net,TOTAL,40-44 years,130,17,Provisional
2021-01,2021-09,Long-term migrant,Net,TOTAL,45-49 years,67,14,Provisional
2021-01,2021-09,Long-term migrant,Net,TOTAL,5-9 years,101,13,Provisional
2021-01,2021-09,Long-term migrant,Net,TOTAL,50-54 years,1,13,Provisional
2021-01,2021-09,Long-term migrant,Net,TOTAL,55-59 years,-88,16,Provisional
2021-01,2021-09,Long-term migrant,Net,TOTAL,60-64 years,-128,16,Provisional
2021-01,2021-09,Long-term migrant,Net,TOTAL,65-69 years,-76,13,Provisional
2021-01,2021-09,Long-term migrant,Net,TOTAL,70-74 years,-43,8,Provisional
2021-01,2021-09,Long-term migrant,Net,TOTAL,75-79 years,-13,5,Provisional
2021-01,2021-09,Long-term migrant,Net,TOTAL,80-84 years,-12,3,Provisional
2021-01,2021-09,Long-term migrant,Net,TOTAL,85-89 years,-6,2,Provisional
2021-01,2021-09,Long-term migrant,Arrivals,TOTAL,90+ years,3,1,Provisional
2021-01,2021-09,Long-term migrant,Departures,TOTAL,90+ years,4,1,Provisional
2021-01,2021-09,Long-term migrant,Net,TOTAL,90+ years,-2,1,Provisional
2021-01,2021-09,Long-term migrant,Arrivals,Female,TOTAL,2001,42,Provisional
2021-01,2021-09,Long-term migrant,Arrivals,Male,TOTAL,2232,55,Provisional
2021-01,2021-09,Long-term migrant,Departures,Female,TOTAL,2110,53,Provisional
2021-01,2021-09,Long-term migrant,Departures,Male,TOTAL,2169,48,Provisional
2021-01,2021-09,Long-term migrant,Net,Female,TOTAL,-109,64,Provisional
2021-01,2021-09,Long-term migrant,Net,Male,TOTAL,63,68,Provisional
2021-01,2021-09,Long-term migrant,Arrivals,TOTAL,TOTAL,4233,84,Provisional
2021-01,2021-09,Long-term migrant,Departures,TOTAL,TOTAL,4279,89,Provisional
2021-01,2021-09,Long-term migrant,Net,TOTAL,TOTAL,-46,113,Provisional
2021-02,2021-09,Long-term migrant,Arrivals,Female,0-4 years,151,9,Provisional
2021-02,2021-09,Long-term migrant,Arrivals,Male,0-4 years,170,9,Provisional
2021-02,2021-09,Long-term migrant,Arrivals,Female,10-14 years,82,5,Provisional
2021-02,2021-09,Long-term migrant,Arrivals,Male,10-14 years,88,5,Provisional
2021-02,2021-09,Long-term migrant,Arrivals,Female,15-19 years,100,7,Provisional
2021-02,2021-09,Long-term migrant,Arrivals,Male,15-19 years,112,6,Provisional
2021-02,2021-09,Long-term migrant,Arrivals,Female,20-24 years,141,7,Provisional
2021-02,2021-09,Long-term migrant,Arrivals,Male,20-24 years,176,10,Provisional
2021-02,2021-09,Long-term migrant,Arrivals,Female,25-29 years,263,10,Provisional
2021-02,2021-09,Long-term migrant,Arrivals,Male,25-29 years,347,17,Provisional
2021-02,2021-09,Long-term migrant,Arrivals,Female,30-34 years,273,10,Provisional
2021-02,2021-09,Long-term migrant,Arrivals,Male,30-34 years,354,17,Provisional
2021-02,2021-09,Long-term migrant,Arrivals,Female,35-39 years,152,7,Provisional
2021-02,2021-09,Long-term migrant,Arrivals,Male,35-39 years,267,15,Provisional
2021-02,2021-09,Long-term migrant,Arrivals,Female,40-44 years,106,6,Provisional
2021-02,2021-09,Long-term migrant,Arrivals,Male,40-44 years,201,13,Provisional
2021-02,2021-09,Long-term migrant,Arrivals,Female,45-49 years,77,6,Provisional
2021-02,2021-09,Long-term migrant,Arrivals,Male,45-49 years,137,10,Provisional
2021-02,2021-09,Long-term migrant,Arrivals,Female,5-9 years,112,6,Provisional
2021-02,2021-09,Long-term migrant,Arrivals,Male,5-9 years,117,6,Provisional
2021-02,2021-09,Long-term migrant,Arrivals,Female,50-54 years,66,6,Provisional
2021-02,2021-09,Long-term migrant,Arrivals,Male,50-54 years,83,7,Provisional
2021-02,2021-09,Long-term migrant,Arrivals,Female,55-59 years,60,6,Provisional
2021-02,2021-09,Long-term migrant,Arrivals,Male,55-59 years,78,7,Provisional
2021-02,2021-09,Long-term migrant,Arrivals,Female,60-64 years,70,6,Provisional
2021-02,2021-09,Long-term migrant,Arrivals,Male,60-64 years,55,6,Provisional
2021-02,2021-09,Long-term migrant,Arrivals,Female,65-69 years,48,5,Provisional
2021-02,2021-09,Long-term migrant,Arrivals,Male,65-69 years,47,5,Provisional
2021-02,2021-09,Long-term migrant,Arrivals,Female,70-74 years,20,3,Provisional
2021-02,2021-09,Long-term migrant,Arrivals,Male,70-74 years,24,3,Provisional
2021-02,2021-09,Long-term migrant,Arrivals,Female,75-79 years,13,2,Provisional
2021-02,2021-09,Long-term migrant,Arrivals,Male,75-79 years,15,3,Provisional
2021-02,2021-09,Long-term migrant,Arrivals,Female,80-84 years,7,1,Provisional
2021-02,2021-09,Long-term migrant,Arrivals,Male,80-84 years,5,1,Provisional
2021-02,2021-09,Long-term migrant,Arrivals,Female,85-89 years,3,1,Provisional
2021-02,2021-09,Long-term migrant,Arrivals,Male,85-89 years,0,0,Provisional
2021-02,2021-09,Long-term migrant,Arrivals,Female,90+ years,1,0,Provisional
2021-02,2021-09,Long-term migrant,Arrivals,Male,90+ years,2,1,Provisional
2021-02,2021-09,Long-term migrant,Departures,Female,0-4 years,88,5,Provisional
2021-02,2021-09,Long-term migrant,Departures,Male,0-4 years,135,7,Provisional
2021-02,2021-09,Long-term migrant,Departures,Female,10-14 years,47,4,Provisional
2021-02,2021-09,Long-term migrant,Departures,Male,10-14 years,52,4,Provisional
2021-02,2021-09,Long-term migrant,Departures,Female,15-19 years,113,7,Provisional
2021-02,2021-09,Long-term migrant,Departures,Male,15-19 years,136,8,Provisional
2021-02,2021-09,Long-term migrant,Departures,Female,20-24 years,202,10,Provisional
2021-02,2021-09,Long-term migrant,Departures,Male,20-24 years,247,10,Provisional
2021-02,2021-09,Long-term migrant,Departures,Female,25-29 years,264,11,Provisional
2021-02,2021-09,Long-term migrant,Departures,Male,25-29 years,325,12,Provisional
2021-02,2021-09,Long-term migrant,Departures,Female,30-34 years,177,8,Provisional
2021-02,2021-09,Long-term migrant,Departures,Male,30-34 years,239,10,Provisional
2021-02,2021-09,Long-term migrant,Departures,Female,35-39 years,103,7,Provisional
2021-02,2021-09,Long-term migrant,Departures,Male,35-39 years,134,8,Provisional
2021-02,2021-09,Long-term migrant,Departures,Female,40-44 years,70,6,Provisional
2021-02,2021-09,Long-term migrant,Departures,Male,40-44 years,82,6,Provisional
2021-02,2021-09,Long-term migrant,Departures,Female,45-49 years,82,6,Provisional
2021-02,2021-09,Long-term migrant,Departures,Male,45-49 years,56,5,Provisional
2021-02,2021-09,Long-term migrant,Departures,Female,5-9 years,72,5,Provisional
2021-02,2021-09,Long-term migrant,Departures,Male,5-9 years,75,5,Provisional
2021-02,2021-09,Long-term migrant,Departures,Female,50-54 years,116,9,Provisional
2021-02,2021-09,Long-term migrant,Departures,Male,50-54 years,87,6,Provisional
2021-02,2021-09,Long-term migrant,Departures,Female,55-59 years,214,16,Provisional
2021-02,2021-09,Long-term migrant,Departures,Male,55-59 years,98,8,Provisional
2021-02,2021-09,Long-term migrant,Departures,Female,60-64 years,221,18,Provisional
2021-02,2021-09,Long-term migrant,Departures,Male,60-64 years,130,11,Provisional
2021-02,2021-09,Long-term migrant,Departures,Female,65-69 years,164,14,Provisional
2021-02,2021-09,Long-term migrant,Departures,Male,65-69 years,126,11,Provisional
2021-02,2021-09,Long-term migrant,Departures,Female,70-74 years,73,8,Provisional
2021-02,2021-09,Long-term migrant,Departures,Male,70-74 years,77,8,Provisional
2021-02,2021-09,Long-term migrant,Departures,Female,75-79 years,38,5,Provisional
2021-02,2021-09,Long-term migrant,Departures,Male,75-79 years,25,3,Provisional
2021-02,2021-09,Long-term migrant,Departures,Female,80-84 years,16,2,Provisional
2021-02,2021-09,Long-term migrant,Departures,Male,80-84 years,12,2,Provisional
2021-02,2021-09,Long-term migrant,Departures,Female,85-89 years,6,1,Provisional
2021-02,2021-09,Long-term migrant,Departures,Male,85-89 years,2,1,Provisional
2021-02,2021-09,Long-term migrant,Departures,Female,90+ years,1,0,Provisional
2021-02,2021-09,Long-term migrant,Departures,Male,90+ years,1,1,Provisional
2021-02,2021-09,Long-term migrant,Net,Female,0-4 years,63,11,Provisional
2021-02,2021-09,Long-term migrant,Net,Male,0-4 years,35,11,Provisional
2021-02,2021-09,Long-term migrant,Net,Female,10-14 years,35,6,Provisional
2021-02,2021-09,Long-term migrant,Net,Male,10-14 years,35,6,Provisional
2021-02,2021-09,Long-term migrant,Net,Female,15-19 years,-12,10,Provisional
2021-02,2021-09,Long-term migrant,Net,Male,15-19 years,-24,10,Provisional
2021-02,2021-09,Long-term migrant,Net,Female,20-24 years,-60,12,Provisional
2021-02,2021-09,Long-term migrant,Net,Male,20-24 years,-71,14,Provisional
2021-02,2021-09,Long-term migrant,Net,Female,25-29 years,-2,15,Provisional
2021-02,2021-09,Long-term migrant,Net,Male,25-29 years,22,20,Provisional
2021-02,2021-09,Long-term migrant,Net,Female,30-34 years,95,12,Provisional
2021-02,2021-09,Long-term migrant,Net,Male,30-34 years,115,19,Provisional
2021-02,2021-09,Long-term migrant,Net,Female,35-39 years,48,10,Provisional
2021-02,2021-09,Long-term migrant,Net,Male,35-39 years,133,17,Provisional
2021-02,2021-09,Long-term migrant,Net,Female,40-44 years,36,8,Provisional
2021-02,2021-09,Long-term migrant,Net,Male,40-44 years,119,14,Provisional
2021-02,2021-09,Long-term migrant,Net,Female,45-49 years,-5,8,Provisional
2021-02,2021-09,Long-term migrant,Net,Male,45-49 years,81,11,Provisional
2021-02,2021-09,Long-term migrant,Net,Female,5-9 years,39,7,Provisional
2021-02,2021-09,Long-term migrant,Net,Male,5-9 years,42,7,Provisional
2021-02,2021-09,Long-term migrant,Net,Female,50-54 years,-50,11,Provisional
2021-02,2021-09,Long-term migrant,Net,Male,50-54 years,-4,9,Provisional
2021-02,2021-09,Long-term migrant,Net,Female,55-59 years,-154,17,Provisional
2021-02,2021-09,Long-term migrant,Net,Male,55-59 years,-20,10,Provisional
2021-02,2021-09,Long-term migrant,Net,Female,60-64 years,-152,18,Provisional
2021-02,2021-09,Long-term migrant,Net,Male,60-64 years,-75,12,Provisional
2021-02,2021-09,Long-term migrant,Net,Female,65-69 years,-116,15,Provisional
2021-02,2021-09,Long-term migrant,Net,Male,65-69 years,-79,12,Provisional
2021-02,2021-09,Long-term migrant,Net,Female,70-74 years,-52,8,Provisional
2021-02,2021-09,Long-term migrant,Net,Male,70-74 years,-53,8,Provisional
2021-02,2021-09,Long-term migrant,Net,Female,75-79 years,-25,5,Provisional
2021-02,2021-09,Long-term migrant,Net,Male,75-79 years,-10,4,Provisional
2021-02,2021-09,Long-term migrant,Net,Female,80-84 years,-9,3,Provisional
2021-02,2021-09,Long-term migrant,Net,Male,80-84 years,-7,2,Provisional
2021-02,2021-09,Long-term migrant,Net,Female,85-89 years,-3,1,Provisional
2021-02,2021-09,Long-term migrant,Net,Male,85-89 years,-1,1,Provisional
2021-02,2021-09,Long-term migrant,Net,Female,90+ years,0,1,Provisional
2021-02,2021-09,Long-term migrant,Net,Male,90+ years,1,1,Provisional
2021-02,2021-09,Long-term migrant,Arrivals,TOTAL,0-4 years,321,16,Provisional
2021-02,2021-09,Long-term migrant,Arrivals,TOTAL,10-14 years,170,8,Provisional
2021-02,2021-09,Long-term migrant,Arrivals,TOTAL,15-19 years,212,11,Provisional
2021-02,2021-09,Long-term migrant,Arrivals,TOTAL,20-24 years,317,13,Provisional
2021-02,2021-09,Long-term migrant,Arrivals,TOTAL,25-29 years,610,23,Provisional
2021-02,2021-09,Long-term migrant,Arrivals,TOTAL,30-34 years,627,22,Provisional
2021-02,2021-09,Long-term migrant,Arrivals,TOTAL,35-39 years,418,18,Provisional
2021-02,2021-09,Long-term migrant,Arrivals,TOTAL,40-44 years,307,15,Provisional
2021-02,2021-09,Long-term migrant,Arrivals,TOTAL,45-49 years,214,13,Provisional
2021-02,2021-09,Long-term migrant,Arrivals,TOTAL,5-9 years,229,10,Provisional
2021-02,2021-09,Long-term migrant,Arrivals,TOTAL,50-54 years,149,10,Provisional
2021-02,2021-09,Long-term migrant,Arrivals,TOTAL,55-59 years,138,10,Provisional
2021-02,2021-09,Long-term migrant,Arrivals,TOTAL,60-64 years,125,10,Provisional
2021-02,2021-09,Long-term migrant,Arrivals,TOTAL,65-69 years,95,8,Provisional
2021-02,2021-09,Long-term migrant,Arrivals,TOTAL,70-74 years,44,5,Provisional
2021-02,2021-09,Long-term migrant,Arrivals,TOTAL,75-79 years,29,4,Provisional
2021-02,2021-09,Long-term migrant,Arrivals,TOTAL,80-84 years,11,2,Provisional
2021-02,2021-09,Long-term migrant,Arrivals,TOTAL,85-89 years,3,1,Provisional
2021-02,2021-09,Long-term migrant,Departures,TOTAL,0-4 years,223,10,Provisional
2021-02,2021-09,Long-term migrant,Departures,TOTAL,10-14 years,99,6,Provisional
2021-02,2021-09,Long-term migrant,Departures,TOTAL,15-19 years,249,12,Provisional
2021-02,2021-09,Long-term migrant,Departures,TOTAL,20-24 years,448,15,Provisional
2021-02,2021-09,Long-term migrant,Departures,TOTAL,25-29 years,590,18,Provisional
2021-02,2021-09,Long-term migrant,Departures,TOTAL,30-34 years,417,14,Provisional
2021-02,2021-09,Long-term migrant,Departures,TOTAL,35-39 years,237,11,Provisional
2021-02,2021-09,Long-term migrant,Departures,TOTAL,40-44 years,152,9,Provisional
2021-02,2021-09,Long-term migrant,Departures,TOTAL,45-49 years,138,8,Provisional
2021-02,2021-09,Long-term migrant,Departures,TOTAL,5-9 years,148,8,Provisional
2021-02,2021-09,Long-term migrant,Departures,TOTAL,50-54 years,203,12,Provisional
2021-02,2021-09,Long-term migrant,Departures,TOTAL,55-59 years,312,22,Provisional
2021-02,2021-09,Long-term migrant,Departures,TOTAL,60-64 years,351,26,Provisional
2021-02,2021-09,Long-term migrant,Departures,TOTAL,65-69 years,290,23,Provisional
2021-02,2021-09,Long-term migrant,Departures,TOTAL,70-74 years,150,13,Provisional
2021-02,2021-09,Long-term migrant,Departures,TOTAL,75-79 years,64,7,Provisional
2021-02,2021-09,Long-term migrant,Departures,TOTAL,80-84 years,28,3,Provisional
2021-02,2021-09,Long-term migrant,Departures,TOTAL,85-89 years,8,1,Provisional
2021-02,2021-09,Long-term migrant,Net,TOTAL,0-4 years,98,18,Provisional
2021-02,2021-09,Long-term migrant,Net,TOTAL,10-14 years,71,9,Provisional
2021-02,2021-09,Long-term migrant,Net,TOTAL,15-19 years,-36,16,Provisional
2021-02,2021-09,Long-term migrant,Net,TOTAL,20-24 years,-131,19,Provisional
2021-02,2021-09,Long-term migrant,Net,TOTAL,25-29 years,20,28,Provisional
2021-02,2021-09,Long-term migrant,Net,TOTAL,30-34 years,210,24,Provisional
2021-02,2021-09,Long-term migrant,Net,TOTAL,35-39 years,181,20,Provisional
2021-02,2021-09,Long-term migrant,Net,TOTAL,40-44 years,155,17,Provisional
2021-02,2021-09,Long-term migrant,Net,TOTAL,45-49 years,76,15,Provisional
2021-02,2021-09,Long-term migrant,Net,TOTAL,5-9 years,81,11,Provisional
2021-02,2021-09,Long-term migrant,Net,TOTAL,50-54 years,-54,15,Provisional
2021-02,2021-09,Long-term migrant,Net,TOTAL,55-59 years,-174,23,Provisional
2021-02,2021-09,Long-term migrant,Net,TOTAL,60-64 years,-227,27,Provisional
2021-02,2021-09,Long-term migrant,Net,TOTAL,65-69 years,-195,23,Provisional
2021-02,2021-09,Long-term migrant,Net,TOTAL,70-74 years,-106,13,Provisional
2021-02,2021-09,Long-term migrant,Net,TOTAL,75-79 years,-35,7,Provisional
2021-02,2021-09,Long-term migrant,Net,TOTAL,80-84 years,-16,4,Provisional
2021-02,2021-09,Long-term migrant,Net,TOTAL,85-89 years,-5,2,Provisional
2021-02,2021-09,Long-term migrant,Arrivals,TOTAL,90+ years,3,1,Provisional
2021-02,2021-09,Long-term migrant,Departures,TOTAL,90+ years,2,1,Provisional
2021-02,2021-09,Long-term migrant,Net,TOTAL,90+ years,1,1,Provisional
2021-02,2021-09,Long-term migrant,Arrivals,Female,TOTAL,1744,43,Provisional
2021-02,2021-09,Long-term migrant,Arrivals,Male,TOTAL,2277,71,Provisional
2021-02,2021-09,Long-term migrant,Departures,Female,TOTAL,2067,62,Provisional
2021-02,2021-09,Long-term migrant,Departures,Male,TOTAL,2040,48,Provisional
2021-02,2021-09,Long-term migrant,Net,Female,TOTAL,-324,74,Provisional
2021-02,2021-09,Long-term migrant,Net,Male,TOTAL,237,81,Provisional
2021-02,2021-09,Long-term migrant,Arrivals,TOTAL,TOTAL,4021,99,Provisional
2021-02,2021-09,Long-term migrant,Departures,TOTAL,TOTAL,4107,99,Provisional
2021-02,2021-09,Long-term migrant,Net,TOTAL,TOTAL,-86,135,Provisional
2021-03,2021-09,Long-term migrant,Arrivals,Female,0-4 years,165,8,Provisional
2021-03,2021-09,Long-term migrant,Arrivals,Male,0-4 years,177,8,Provisional
2021-03,2021-09,Long-term migrant,Arrivals,Female,10-14 years,74,4,Provisional
2021-03,2021-09,Long-term migrant,Arrivals,Male,10-14 years,83,5,Provisional
2021-03,2021-09,Long-term migrant,Arrivals,Female,15-19 years,84,6,Provisional
2021-03,2021-09,Long-term migrant,Arrivals,Male,15-19 years,85,6,Provisional
2021-03,2021-09,Long-term migrant,Arrivals,Female,20-24 years,143,7,Provisional
2021-03,2021-09,Long-term migrant,Arrivals,Male,20-24 years,151,8,Provisional
2021-03,2021-09,Long-term migrant,Arrivals,Female,25-29 years,299,10,Provisional
2021-03,2021-09,Long-term migrant,Arrivals,Male,25-29 years,280,12,Provisional
2021-03,2021-09,Long-term migrant,Arrivals,Female,30-34 years,308,11,Provisional
2021-03,2021-09,Long-term migrant,Arrivals,Male,30-34 years,308,12,Provisional
2021-03,2021-09,Long-term migrant,Arrivals,Female,35-39 years,173,8,Provisional
2021-03,2021-09,Long-term migrant,Arrivals,Male,35-39 years,193,10,Provisional
2021-03,2021-09,Long-term migrant,Arrivals,Female,40-44 years,102,6,Provisional
2021-03,2021-09,Long-term migrant,Arrivals,Male,40-44 years,152,8,Provisional
2021-03,2021-09,Long-term migrant,Arrivals,Female,45-49 years,97,6,Provisional
2021-03,2021-09,Long-term migrant,Arrivals,Male,45-49 years,117,8,Provisional
2021-03,2021-09,Long-term migrant,Arrivals,Female,5-9 years,100,5,Provisional
2021-03,2021-09,Long-term migrant,Arrivals,Male,5-9 years,131,6,Provisional
2021-03,2021-09,Long-term migrant,Arrivals,Female,50-54 years,78,7,Provisional
2021-03,2021-09,Long-term migrant,Arrivals,Male,50-54 years,84,6,Provisional
2021-03,2021-09,Long-term migrant,Arrivals,Female,55-59 years,76,7,Provisional
2021-03,2021-09,Long-term migrant,Arrivals,Male,55-59 years,75,7,Provisional
2021-03,2021-09,Long-term migrant,Arrivals,Female,60-64 years,73,7,Provisional
2021-03,2021-09,Long-term migrant,Arrivals,Male,60-64 years,61,6,Provisional
2021-03,2021-09,Long-term migrant,Arrivals,Female,65-69 years,59,6,Provisional
2021-03,2021-09,Long-term migrant,Arrivals,Male,65-69 years,45,5,Provisional
2021-03,2021-09,Long-term migrant,Arrivals,Female,70-74 years,26,4,Provisional
2021-03,2021-09,Long-term migrant,Arrivals,Male,70-74 years,37,5,Provisional
2021-03,2021-09,Long-term migrant,Arrivals,Female,75-79 years,13,2,Provisional
2021-03,2021-09,Long-term migrant,Arrivals,Male,75-79 years,12,2,Provisional
2021-03,2021-09,Long-term migrant,Arrivals,Female,80-84 years,10,2,Provisional
2021-03,2021-09,Long-term migrant,Arrivals,Male,80-84 years,7,2,Provisional
2021-03,2021-09,Long-term migrant,Arrivals,Female,85-89 years,4,1,Provisional
2021-03,2021-09,Long-term migrant,Arrivals,Male,85-89 years,5,2,Provisional
2021-03,2021-09,Long-term migrant,Arrivals,Female,90+ years,1,0,Provisional
2021-03,2021-09,Long-term migrant,Arrivals,Male,90+ years,1,1,Provisional
2021-03,2021-09,Long-term migrant,Departures,Female,0-4 years,124,7,Provisional
2021-03,2021-09,Long-term migrant,Departures,Male,0-4 years,125,8,Provisional
2021-03,2021-09,Long-term migrant,Departures,Female,10-14 years,56,4,Provisional
2021-03,2021-09,Long-term migrant,Departures,Male,10-14 years,54,4,Provisional
2021-03,2021-09,Long-term migrant,Departures,Female,15-19 years,96,7,Provisional
2021-03,2021-09,Long-term migrant,Departures,Male,15-19 years,96,7,Provisional
2021-03,2021-09,Long-term migrant,Departures,Female,20-24 years,236,11,Provisional
2021-03,2021-09,Long-term migrant,Departures,Male,20-24 years,248,10,Provisional
2021-03,2021-09,Long-term migrant,Departures,Female,25-29 years,338,13,Provisional
2021-03,2021-09,Long-term migrant,Departures,Male,25-29 years,417,14,Provisional
2021-03,2021-09,Long-term migrant,Departures,Female,30-34 years,251,11,Provisional
2021-03,2021-09,Long-term migrant,Departures,Male,30-34 years,304,11,Provisional
2021-03,2021-09,Long-term migrant,Departures,Female,35-39 years,123,7,Provisional
2021-03,2021-09,Long-term migrant,Departures,Male,35-39 years,180,10,Provisional
2021-03,2021-09,Long-term migrant,Departures,Female,40-44 years,77,6,Provisional
2021-03,2021-09,Long-term migrant,Departures,Male,40-44 years,100,7,Provisional
2021-03,2021-09,Long-term migrant,Departures,Female,45-49 years,82,6,Provisional
2021-03,2021-09,Long-term migrant,Departures,Male,45-49 years,93,7,Provisional
2021-03,2021-09,Long-term migrant,Departures,Female,5-9 years,69,5,Provisional
2021-03,2021-09,Long-term migrant,Departures,Male,5-9 years,87,5,Provisional
2021-03,2021-09,Long-term migrant,Departures,Female,50-54 years,85,7,Provisional
2021-03,2021-09,Long-term migrant,Departures,Male,50-54 years,84,6,Provisional
2021-03,2021-09,Long-term migrant,Departures,Female,55-59 years,109,8,Provisional
2021-03,2021-09,Long-term migrant,Departures,Male,55-59 years,71,6,Provisional
2021-03,2021-09,Long-term migrant,Departures,Female,60-64 years,102,9,Provisional
2021-03,2021-09,Long-term migrant,Departures,Male,60-64 years,85,7,Provisional
2021-03,2021-09,Long-term migrant,Departures,Female,65-69 years,103,9,Provisional
2021-03,2021-09,Long-term migrant,Departures,Male,65-69 years,86,8,Provisional
2021-03,2021-09,Long-term migrant,Departures,Female,70-74 years,64,6,Provisional
2021-03,2021-09,Long-term migrant,Departures,Male,70-74 years,60,7,Provisional
2021-03,2021-09,Long-term migrant,Departures,Female,75-79 years,36,4,Provisional
2021-03,2021-09,Long-term migrant,Departures,Male,75-79 years,33,4,Provisional
2021-03,2021-09,Long-term migrant,Departures,Female,80-84 years,14,3,Provisional
2021-03,2021-09,Long-term migrant,Departures,Male,80-84 years,13,2,Provisional
2021-03,2021-09,Long-term migrant,Departures,Female,85-89 years,4,1,Provisional
2021-03,2021-09,Long-term migrant,Departures,Male,85-89 years,6,1,Provisional
2021-03,2021-09,Long-term migrant,Departures,Male,90+ years,3,1,Provisional
2021-03,2021-09,Long-term migrant,Net,Female,0-4 years,41,11,Provisional
2021-03,2021-09,Long-term migrant,Net,Male,0-4 years,52,11,Provisional
2021-03,2021-09,Long-term migrant,Net,Female,10-14 years,19,6,Provisional
2021-03,2021-09,Long-term migrant,Net,Male,10-14 years,30,6,Provisional
2021-03,2021-09,Long-term migrant,Net,Female,15-19 years,-12,9,Provisional
2021-03,2021-09,Long-term migrant,Net,Male,15-19 years,-11,8,Provisional
2021-03,2021-09,Long-term migrant,Net,Female,20-24 years,-93,13,Provisional
2021-03,2021-09,Long-term migrant,Net,Male,20-24 years,-97,13,Provisional
2021-03,2021-09,Long-term migrant,Net,Female,25-29 years,-40,16,Provisional
2021-03,2021-09,Long-term migrant,Net,Male,25-29 years,-137,18,Provisional
2021-03,2021-09,Long-term migrant,Net,Female,30-34 years,57,15,Provisional
2021-03,2021-09,Long-term migrant,Net,Male,30-34 years,4,15,Provisional
2021-03,2021-09,Long-term migrant,Net,Female,35-39 years,49,11,Provisional
2021-03,2021-09,Long-term migrant,Net,Male,35-39 years,13,13,Provisional
2021-03,2021-09,Long-term migrant,Net,Female,40-44 years,25,8,Provisional
2021-03,2021-09,Long-term migrant,Net,Male,40-44 years,51,11,Provisional
2021-03,2021-09,Long-term migrant,Net,Female,45-49 years,15,9,Provisional
2021-03,2021-09,Long-term migrant,Net,Male,45-49 years,24,11,Provisional
2021-03,2021-09,Long-term migrant,Net,Female,5-9 years,30,6,Provisional
2021-03,2021-09,Long-term migrant,Net,Male,5-9 years,43,8,Provisional
2021-03,2021-09,Long-term migrant,Net,Female,50-54 years,-7,10,Provisional
2021-03,2021-09,Long-term migrant,Net,Male,50-54 years,0,9,Provisional
2021-03,2021-09,Long-term migrant,Net,Female,55-59 years,-33,11,Provisional
2021-03,2021-09,Long-term migrant,Net,Male,55-59 years,3,9,Provisional
2021-03,2021-09,Long-term migrant,Net,Female,60-64 years,-29,11,Provisional
2021-03,2021-09,Long-term migrant,Net,Male,60-64 years,-25,9,Provisional
2021-03,2021-09,Long-term migrant,Net,Female,65-69 years,-43,10,Provisional
2021-03,2021-09,Long-term migrant,Net,Male,65-69 years,-41,9,Provisional
2021-03,2021-09,Long-term migrant,Net,Female,70-74 years,-38,7,Provisional
2021-03,2021-09,Long-term migrant,Net,Male,70-74 years,-22,8,Provisional
2021-03,2021-09,Long-term migrant,Net,Female,75-79 years,-22,5,Provisional
2021-03,2021-09,Long-term migrant,Net,Male,75-79 years,-22,5,Provisional
2021-03,2021-09,Long-term migrant,Net,Female,80-84 years,-4,3,Provisional
2021-03,2021-09,Long-term migrant,Net,Male,80-84 years,-5,3,Provisional
2021-03,2021-09,Long-term migrant,Net,Female,85-89 years,0,2,Provisional
2021-03,2021-09,Long-term migrant,Net,Male,85-89 years,0,2,Provisional
2021-03,2021-09,Long-term migrant,Net,Female,90+ years,1,0,Provisional
2021-03,2021-09,Long-term migrant,Net,Male,90+ years,-1,1,Provisional
2021-03,2021-09,Long-term migrant,Arrivals,TOTAL,0-4 years,342,14,Provisional
2021-03,2021-09,Long-term migrant,Arrivals,TOTAL,10-14 years,158,7,Provisional
2021-03,2021-09,Long-term migrant,Arrivals,TOTAL,15-19 years,169,9,Provisional
2021-03,2021-09,Long-term migrant,Arrivals,TOTAL,20-24 years,294,12,Provisional
2021-03,2021-09,Long-term migrant,Arrivals,TOTAL,25-29 years,578,18,Provisional
2021-03,2021-09,Long-term migrant,Arrivals,TOTAL,30-34 years,615,18,Provisional
